,searched_zipcode,searched_lat,searched_lng,searched_address,searched_state,searched_city,searched_metro,latitude,longitude,distance,loc_name,loc_number,url,address,cuisines,delivery_time_raw,delivery_time,review_count,review_rating,cuisines split
2,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6754643,-73.9807822,1.594482039,Lotus Vietnamese Sandwiches,7552,https://www.doordash.com/store/7552/?pickup=false,"229 5th Avenue, Brooklyn, NY 11215, USA",Vietnamese|Bubble Tea|Smoothies|Sandwiches|Pho,24 - 34,29,1364,4.8,"['Vietnamese', 'Bubble Tea', 'Smoothies', 'Sandwiches', 'Pho']"
5,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6729784,-73.9504615,0.404576503,Taqueria Milear,133345,https://www.doordash.com/store/133345/?pickup=false,"752 Nostrand Ave, Brooklyn, NY 11216, USA",Mexican|Tacos|Burritos|Dessert|Brunch,23 - 33,28,2000,4.6,"['Mexican', 'Tacos', 'Burritos', 'Dessert', 'Brunch']"
8,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6745375,-73.95000743,0.298769641,Cielito Lindo,328460,https://www.doordash.com/store/328460/?pickup=false,"665 Nostrand Ave, Brooklyn, NY 11216, USA",Mexican|Breakfast|Burritos|Salads|Soup,20 - 30,25,163,4.7,"['Mexican', 'Breakfast', 'Burritos', 'Salads', 'Soup']"
11,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6809304,-73.9771403,1.394091781,Artichoke Basille's Pizza,48755,https://www.doordash.com/store/48755/?pickup=false,"59 5th Ave, Brooklyn, NY 11217, USA",Pizza|Pie,37 - 47,42,2000,4.5,"['Pizza', 'Pie']"
14,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6685832,-73.9805153,1.716376366,Five Guys Burgers & Fries,5155,https://www.doordash.com/store/5155/?pickup=false,"284 7th Avenue, Brooklyn, NY 11215, USA",Hot Dogs|Dinner|Fast Food|Burgers,29 - 39,34,2000,4.5,"['Hot Dogs', 'Dinner', 'Fast Food', 'Burgers']"
17,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.7009835,-73.9414388,1.605158111,IHOP,16934,https://www.doordash.com/store/16934/?pickup=false,"785 Flushing Avenue, Brooklyn, NY 11206, USA",Pancakes|Burgers|Sandwiches|Breakfast,25 - 35,30,2000,4.3,"['Pancakes', 'Burgers', 'Sandwiches', 'Breakfast']"
20,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6741991,-73.9823955,1.692505566,Two Boots Pizza,213999,https://www.doordash.com/store/213999/?pickup=false,"Two Boots Park Slope, 284 5th Ave, Brooklyn, NY 11215, USA",Italian|Pizza|Calzones|Salads|Dessert,28 - 38,33,263,4.7,"['Italian', 'Pizza', 'Calzones', 'Salads', 'Dessert']"
23,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.7043793,-73.9424803,1.81655391,Princesa Bakery,312807,https://www.doordash.com/store/312807/?pickup=false,"94 Graham Ave, Brooklyn, NY 11206, USA",Bakery|Breakfast|Sandwiches|Fast Food|Milk Shakes,28 - 38,33,81,4.6,"['Bakery', 'Breakfast', 'Sandwiches', 'Fast Food', 'Milk Shakes']"
26,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.668866,-73.942079,0.822857329,Mendy's NYC,1305897,https://www.doordash.com/store/1305897/?pickup=false,"Mendy's, 792 Eastern Pkwy, Brooklyn, NY 11213, USA",Sandwiches|Chinese|Dessert|Burgers|Soup,24 - 34,29,127,4.6,"['Sandwiches', 'Chinese', 'Dessert', 'Burgers', 'Soup']"
29,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6806626,-73.950335,0.127749109,McDonald's,2109255,https://www.doordash.com/store/2109255/?pickup=false,"1275 Fulton St, Brooklyn, NY 11216, USA",American (New)|Fast Food|Ice Cream|Burgers|Fried Chicken|Chicken,19-Sep,14,882,4.6,"['American (New)', 'Fast Food', 'Ice Cream', 'Burgers', 'Fried Chicken', 'Chicken']"
32,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.677194,-73.972246,1.135776825,Chipotle,270562,https://www.doordash.com/store/270562/?pickup=false,"347 Flatbush Ave, Brooklyn, NY 11238, USA",Mexican|Vegan|Chicken|Gluten-Free|Vegetarian|Salads|Healthy|Lunch|Tacos|BBQ,21 - 31,26,2000,4.3,"['Mexican', 'Vegan', 'Chicken', 'Gluten-Free', 'Vegetarian', 'Salads', 'Healthy', 'Lunch', 'Tacos', 'BBQ']"
35,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6806625,-73.94972855,0.135896457,Taco Bell,1179070,https://www.doordash.com/store/1179070/?pickup=false,"491 Nostrand Ave, Brooklyn, NY 11216, USA",Comfort Food|Mexican|Tex-Mex|Fast Food|Tacos|Lunch,28 - 38,33,2000,4.2,"['Comfort Food', 'Mexican', 'Tex-Mex', 'Fast Food', 'Tacos', 'Lunch']"
38,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6927348,-73.9282437,1.517902631,Little Caesars Pizza,1149022,https://www.doordash.com/store/1149022/?pickup=false,"1164 Broadway, Brooklyn, NY 11221, USA",brownies|Wings|Deep Dish Pizza|Wood Fire Pizza|Pizza|Italian,21 - 31,26,2000,4.5,"['brownies', 'Wings', 'Deep Dish Pizza', 'Wood Fire Pizza', 'Pizza', 'Italian']"
41,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6845887,-73.9769192,1.431283246,Buffalo Wild Wings,28552,https://www.doordash.com/store/28552/?pickup=false,"Target, 139 Flatbush Ave, Brooklyn, NY 11217, USA",Comfort|Chicken Wings|Wings|Burgers|Sandwiches|Wraps|Salads,40 - 50,45,2000,3.9,"['Comfort', 'Chicken Wings', 'Wings', 'Burgers', 'Sandwiches', 'Wraps', 'Salads']"
44,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6801044,-73.9492977,0.113821251,KFC,1451887,https://www.doordash.com/store/1451887/?pickup=false,"495 Nostrand Ave., Brooklyn, NY 11216, USA",Snacks|Comfort Food|Fast Food|American|Fried Chicken|Sandwich|Burgers,16-Jun,11,955,4.1,"['Snacks', 'Comfort Food', 'Fast Food', 'American', 'Fried Chicken', 'Sandwich', 'Burgers']"
47,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6812305,-73.9554942,0.301922408,Popeyes,293524,https://www.doordash.com/store/293524/?pickup=false,"1153 Fulton St, Brooklyn, NY 11216, USA",Sandwiches|Spicy Chicken|Seafood|Shrimp|Iced Teas|Beverages|Chicken Tenders|Fried Chicken|Fries|Pie|Desserts,16 - 26,21,2000,3.9,"['Sandwiches', 'Spicy Chicken', 'Seafood', 'Shrimp', 'Iced Teas', 'Beverages', 'Chicken Tenders', 'Fried Chicken', 'Fries', 'Pie', 'Desserts']"
50,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6629397,-73.9616985,1.240616702,Wendy's,1289935,https://www.doordash.com/store/1289935/?pickup=false,"Wendy's, 469 Flatbush Ave, Brooklyn, NY 11225, USA",Dessert|Salads|Sandwich|Breakfast and Lunch|Vegetarian|American (New)|Burgers|Fast Food|Chicken,23 - 33,28,2000,4.1,"['Dessert', 'Salads', 'Sandwich', 'Breakfast and Lunch', 'Vegetarian', 'American (New)', 'Burgers', 'Fast Food', 'Chicken']"
53,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6673466,-73.9566011,0.852070847,Subway,328677,https://www.doordash.com/store/328677/?pickup=false,"1622 Bedford Ave, Brooklyn, NY 11225, USA",Sandwiches|Salad|Fast Food|Breakfast|Healthy|Lunch|Dessert|Takeout|Delis|Catering|Salads|Dinner,15 - 25,20,1293,4.5,"['Sandwiches', 'Salad', 'Fast Food', 'Breakfast', 'Healthy', 'Lunch', 'Dessert', 'Takeout', 'Delis', 'Catering', 'Salads', 'Dinner']"
56,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6806148,-73.9509687,0.124122458,Papa John's Pizza,1278836,https://www.doordash.com/store/1278836/?pickup=false,"1257A Fulton St, Brooklyn, NY 11216, USA",Snacks|Comfort Food|Italian|Sandwich|Fast Food|Sandwiches|Takeout|Chicken Wings|Dessert|Pizza,15 - 25,20,1196,4.5,"['Snacks', 'Comfort Food', 'Italian', 'Sandwich', 'Fast Food', 'Sandwiches', 'Takeout', 'Chicken Wings', 'Dessert', 'Pizza']"
59,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6846262,-73.9440354,0.530440084,Warude,524285,https://www.doordash.com/store/524285/?pickup=false,"385 Tompkins Ave, Brooklyn, NY 11216, USA",Alcohol|Tacos|Ramen|Curry|Soup,22-Dec,17,2000,4.9,"['Alcohol', 'Tacos', 'Ramen', 'Curry', 'Soup']"
62,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6971794,-73.9352252,1.504065226,Indika House,831916,https://www.doordash.com/store/831916/?pickup=false,"Indika House, 943 Broadway, Brooklyn, NY 11206, USA",Indian|Vegetarian|Chicken|Lamb|Dessert,33 - 43,38,2000,4.8,"['Indian', 'Vegetarian', 'Chicken', 'Lamb', 'Dessert']"
66,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6869829,-73.9779695,1.536812603,Tacombi,524956,https://www.doordash.com/store/524956/?pickup=false,"25 Lafayette Ave, Brooklyn, NY 11217, USA",Mexican|Tacos|Burritos|Quesadillas,18 - 28,23,2000,4.8,"['Mexican', 'Tacos', 'Burritos', 'Quesadillas']"
67,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6786822,-73.9444316,0.327419596,7-Eleven,738231,https://www.doordash.com/store/738231/?pickup=false,"7-Eleven, 1381 Atlantic Ave, Brooklyn, NY 11216, USA",Convenience|Grocery|Snacks|Ice Cream|Cheetos|Candy|7 Eleven|7/11|7-11,38 - 48,43,2000,4.6,"['Convenience', 'Grocery', 'Snacks', 'Ice Cream', 'Cheetos', 'Candy', '7 Eleven', '7/11', '7-11']"
70,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6863491,-73.9547384,0.561256455,Oaxaca Taqueria,214204,https://www.doordash.com/store/214204/?pickup=false,"Oaxaca Taqueria, 1116 Bedford Ave, Brooklyn, NY 11216, USA",Mexican|Tacos|Burritos|Quesadillas|Beer,22-Dec,17,1437,4.5,"['Mexican', 'Tacos', 'Burritos', 'Quesadillas', 'Beer']"
73,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6742351,-73.9569925,0.458649031,Banhmigos Vietnamese Sandwiches,28301,https://www.doordash.com/store/28301/?pickup=false,"636 Park Pl, Brooklyn, NY 11238, USA",Vietnamese|Pho|Bubble Tea|Spring Rolls,22-Dec,17,2000,4.8,"['Vietnamese', 'Pho', 'Bubble Tea', 'Spring Rolls']"
76,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6833804,-73.9436743,0.483103686,Peaches HotHouse,663849,https://www.doordash.com/store/663849/?pickup=false,"415 Tompkins AveBrooklyn, NY 11216",Black Owned|Southern|Snacks|Sandwiches|Dessert|Chicken,15 - 25,20,2000,4.7,"['Black Owned', 'Southern', 'Snacks', 'Sandwiches', 'Dessert', 'Chicken']"
79,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6880496,-73.9625943,0.891851996,Peaches Hot House & The Smoke Joint,21227,https://www.doordash.com/store/21227/?pickup=false,"285 Grand Ave, Brooklyn, NY 11238, USA",American|Alcohol|Sandwiches|Barbecue,15 - 25,20,1582,4.6,"['American', 'Alcohol', 'Sandwiches', 'Barbecue']"
82,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6787135,-73.9498726,0.042954728,India House Restaurant,766668,https://www.doordash.com/store/766668/?pickup=false,"586 Nostrand Ave, Brooklyn, NY 11216, USA",Indian|Vegetarian|Chicken|Tandoori|Lamb,19 - 29,24,1459,4.7,"['Indian', 'Vegetarian', 'Chicken', 'Tandoori', 'Lamb']"
85,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6814727,-73.9772867,1.406084814,5ive Spice,132997,https://www.doordash.com/store/132997/?pickup=false,"52 5th Ave, Brooklyn, NY 10118, USA",Vietnamese|Pho|Sandwiches|Tacos|Salads,21 - 31,26,2000,4.8,"['Vietnamese', 'Pho', 'Sandwiches', 'Tacos', 'Salads']"
88,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.674212,-73.9568904,0.455920372,Silver Rice,28640,https://www.doordash.com/store/28640/?pickup=false,"638 Park Pl, Brooklyn, NY 11238, USA",Japanese|Sushi|Soup|Dessert|Alcohol,30 - 40,35,2000,4.9,"['Japanese', 'Sushi', 'Soup', 'Dessert', 'Alcohol']"
91,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6796572,-73.9678424,0.901179932,Wine Exchange,1466421,https://www.doordash.com/store/1466421/?pickup=false,"Wine Exchange, 595 Vanderbilt Ave, Brooklyn, NY 11238, USA","Beer to go|Craft Beer|Gift|Organic|Wine Bars|Beer Bar|Liquor Store|Wine|Alcohol|Beer, Wine & Spirits",16 - 26,21,296,4.9,"['Beer to go', 'Craft Beer', 'Gift', 'Organic', 'Wine Bars', 'Beer Bar', 'Liquor Store', 'Wine', 'Alcohol', 'Beer, Wine & Spirits']"
94,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6739872,-73.9566671,0.458844896,J’s Wong,603862,https://www.doordash.com/store/603862/?pickup=false,"717 Franklin Ave, Brooklyn, NY 11238, USA",Chinese|Chicken|Seafood|Fried Rice|Soup,14 - 24,19,2000,4.6,"['Chinese', 'Chicken', 'Seafood', 'Fried Rice', 'Soup']"
97,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6764988,-73.9626743,0.648940898,Nacho Macho Taco,732709,https://www.doordash.com/store/732709/?pickup=false,"Nacho Macho Taco., 417 Prospect Pl, Brooklyn, NY 11238, USA",Mexican|Burritos|Quesadillas|Tacos|Tortas,20-Oct,15,2000,4.7,"['Mexican', 'Burritos', 'Quesadillas', 'Tacos', 'Tortas']"
100,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6881626,-73.9546143,0.676852132,Home Frite,674578,https://www.doordash.com/store/674578/?pickup=false,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Brunch|Sandwiches|Milk Shakes|Fries|Salads,19 - 29,24,2000,4.7,"['Brunch', 'Sandwiches', 'Milk Shakes', 'Fries', 'Salads']"
103,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6689821,-73.9508809,0.680606226,Brooklyn Wing House,194598,https://www.doordash.com/store/194598/?pickup=false,"1218 Union St, Brooklyn, NY 11225, USA",American|Sandwiches|Empanadas,18 - 28,23,2000,4.4,"['American', 'Sandwiches', 'Empanadas']"
106,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6744619,-73.9505166,0.302040822,Dhania,675351,https://www.doordash.com/store/675351/?pickup=false,"Dhania, 787 Prospect Pl, Brooklyn, NY 11216, USA",Indian|Chicken|Vegetarian|Seafood|Tandoori,14 - 24,19,2000,4.6,"['Indian', 'Chicken', 'Vegetarian', 'Seafood', 'Tandoori']"
109,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6935581,-73.9295952,1.501698761,Juicy King Crab Express,1067574,https://www.doordash.com/store/1067574/?pickup=false,"1126 Broadway, Brooklyn, NY 11221, USA",Hibachi|Seafood|Chicken|Fried Rice,22 - 32,27,1382,4.6,"['Hibachi', 'Seafood', 'Chicken', 'Fried Rice']"
112,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6715804,-73.9525371,0.510394894,El Rinconcito Mix,617859,https://www.doordash.com/store/617859/?pickup=false,"774 St Johns Pl, Brooklyn, NY 11216, USA",Mexican|Burgers|Steak|Breakfast|Sandwiches,14 - 24,19,1314,4.4,"['Mexican', 'Burgers', 'Steak', 'Breakfast', 'Sandwiches']"
115,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6894003,-73.9722806,1.346922023,Down the Block Grocers,2635630,https://www.doordash.com/store/2635630/?pickup=false,"186 Dekalb Ave, Brooklyn, NY 11205, USA",Grocery|Convenience|meat|Candy|Produce,23 - 33,28,0,0.0,"['Grocery', 'Convenience', 'meat', 'Candy', 'Produce']"
118,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.674401,-73.9540295,0.352939883,Brooklyn Born Mini Market,2641224,https://www.doordash.com/store/2641224/?pickup=false,"1426 Bedford Ave, Brooklyn, NY 11216, USA",Fresh|Produce|Grocery|Convenience,15 - 25,20,11,4.5,"['Fresh', 'Produce', 'Grocery', 'Convenience']"
122,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6805564,-73.9501499,0.122309416,Walgreens,1117002,https://www.doordash.com/store/1117002/?pickup=false,"1281 Fulton St, Brooklyn, NY 11216, USA",Convenience|Snacks|Grocery|Medicine|Personal Care|Baby|Home Goods,16 - 26,21,318,4.5,"['Convenience', 'Snacks', 'Grocery', 'Medicine', 'Personal Care', 'Baby', 'Home Goods']"
123,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6797198,-73.9294256,1.11519346,Kiwi Food Market,2632098,https://www.doordash.com/store/2632098/?pickup=false,"1741 Fulton St, Brooklyn, NY 11233, USA",Organic|Local|Fresh|Grocery|Convenience,27 - 37,32,26,4.6,"['Organic', 'Local', 'Fresh', 'Grocery', 'Convenience']"
126,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6653192,-73.9566685,0.984964277,Rite Aid,1625273,https://www.doordash.com/store/1625273/?pickup=false,"Rite Aid, 1679 Bedford Ave, Brooklyn, NY 11225, USA",Convenience|Baby|Home Goods,29 - 39,34,167,4.3,"['Convenience', 'Baby', 'Home Goods']"
129,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6972639,-73.93116,1.633160755,Dollar General,2305359,https://www.doordash.com/store/2305359/?pickup=false,"1192 Myrtle Ave, Brooklyn, NY 11221, USA",Convenience|Grocery|Personal Care|Medicine|Snacks|Home Goods|Baby,34 - 44,39,156,4.4,"['Convenience', 'Grocery', 'Personal Care', 'Medicine', 'Snacks', 'Home Goods', 'Baby']"
132,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6564438,-73.9499915,1.547211414,CVS,1231368,https://www.doordash.com/store/1231368/?pickup=false,"CVS, 1251 Nostrand Ave, Brooklyn, NY 11225, USA",Convenience|Snacks|Grocery|Medicine|Baby|Home Goods|Personal Care,32 - 42,37,239,4.3,"['Convenience', 'Snacks', 'Grocery', 'Medicine', 'Baby', 'Home Goods', 'Personal Care']"
135,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6743488,-73.9568815,0.449016079,The Ice Cream Shop,1668680,https://www.doordash.com/store/1668680/?pickup=false,"637 Park Pl, Brooklyn, NY 11238, USA",Snacks & Sweets|Kid Friendly|Comfort Food|Ice Cream|Sweets|Desserts,22-Dec,17,58,4.2,"['Snacks & Sweets', 'Kid Friendly', 'Comfort Food', 'Ice Cream', 'Sweets', 'Desserts']"
138,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6782261,-73.9494383,0.077246216,Wholesome foods,994053,https://www.doordash.com/store/994053/?pickup=false,"1306 Atlantic Ave, Brooklyn, NY 11216, USA",Juice|Beverages|Smoothies|Shrimp|Falafel|Appetizers|Omelets|Melts|Grilled Cheese|Pancakes|Toast|Wraps|Bacon Egg & Cheese|Beef|Sausage|Bagels|Croissant|Cakes|Breakfast|Ice Cream|Chicken|Deli|Seafood|Sa,21 - 31,26,725,4.6,"['Juice', 'Beverages', 'Smoothies', 'Shrimp', 'Falafel', 'Appetizers', 'Omelets', 'Melts', 'Grilled Cheese', 'Pancakes', 'Toast', 'Wraps', 'Bacon Egg & Cheese', 'Beef', 'Sausage', 'Bagels', 'Croissant', 'Cakes', 'Breakfast', 'Ice Cream', 'Chicken', 'Deli', 'Seafood', 'Sa']"
141,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6967756,-73.9352092,1.481088228,Day & Night Deli,676953,https://www.doordash.com/store/676953/?pickup=false,"George Lopez Tacos, 950 Broadway, Brooklyn, NY 11221, USA",Sandwich|Deli|Takeout|Pickup,29 - 39,34,2000,4.6,"['Sandwich', 'Deli', 'Takeout', 'Pickup']"
144,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6884524,-73.9627004,0.915746036,STOP ONE DELI GOURMET,1049405,https://www.doordash.com/store/1049405/?pickup=false,"320 Lafayette Ave, Brooklyn, NY 11238, USA",Deli,22 - 32,27,84,4.4,['Deli']
147,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.69807531,-73.93500071,1.562735686,TK's Deli,972121,https://www.doordash.com/store/972121/?pickup=false,"954 Broadway, Brooklyn, NY 11221, USA",Deli,32 - 42,37,955,4.5,['Deli']
150,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.67762,-73.9754765,1.302083903,Regal Roots LLC,2606779,https://www.doordash.com/store/2606779/?pickup=false,"92 Sterling Pl, Brooklyn, NY 11217, USA",Personal Care|Gift,61 - 71,66,4,5.0,"['Personal Care', 'Gift']"
153,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,25.8033942,-80.3186993,0.0,Pomp Flowers,23025694,https://www.doordash.com/store/23025694/?pickup=false,"7499 NW 31st St, Miami, FL 33122, USA",Florist|Gift,5755 - 5765,5760,1,1.0,"['Florist', 'Gift']"
157,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,34.0266303,-84.2516272,0.0,BOKAY Flowers,23026199,https://www.doordash.com/store/23026199/?pickup=false,"9950 Jones Bridge Rd, Alpharetta, GA 30022, USA",Florist,5755 - 5765,5760,0,0.0,['Florist']
158,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,25.8033942,-80.3186993,0.0,Maya's Flowers,23025499,https://www.doordash.com/store/23025499/?pickup=false,"7499 NW 31st St, Miami, FL 33122, USA",Florist|Gift,5755 - 5765,5760,0,0.0,"['Florist', 'Gift']"
161,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,25.9555238,-80.1465981,0.0,Rose Farmers,2863075,https://www.doordash.com/store/2863075/?pickup=false,"19495 Biscayne Blvd, Miami, FL 33180, USA",,5755 - 5765,5760,0,0.0,
164,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,43.5912602,-116.2114296,0.0,FlowerFix by Fifty Flowers,22983505,https://www.doordash.com/store/22983505/?pickup=false,"2404 Bank Dr, Boise, ID 83705, USA",,8635 - 8645,8640,0,0.0,
167,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,25.7943888,-80.3113001,0.0,BloomsyBox,23149493,https://www.doordash.com/store/23149493/?pickup=false,"2200 NW 70th Ave, Miami, FL 33122, USA",,2875 - 2885,2880,0,0.0,
170,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.7335247,-74.0412545,0.0,Carlo's Bakery,2102634,https://www.doordash.com/store/2102634/?pickup=false,"631 Grove St, Jersey City, NJ 07310, USA",Bakery|Cakes|Cookies|Pastries,4315 - 4325,4320,1811,4.4,"['Bakery', 'Cakes', 'Cookies', 'Pastries']"
173,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.7576726,-73.943835,0.0,Magnolia Bakery,23086958,https://www.doordash.com/store/23086958/?pickup=false,"38-40 10th St, Long Island City, NY 11101, USA",Bakery,4315 - 4325,4320,5,3.6,['Bakery']
176,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,47.6126566,-122.1986483,0.0,Xiao Chi Jie,23025334,https://www.doordash.com/store/23025334/?pickup=false,"278 106th Ave NE, Bellevue, WA 98004, USA",Chinese|Pork|Shrimp,5755 - 5765,5760,0,0.0,"['Chinese', 'Pork', 'Shrimp']"
179,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,41.7102595,-73.866642,0.0,Amanda's Macaron Shoppe,23026155,https://www.doordash.com/store/23026155/?pickup=false,"Amanda's Macaron Shoppe, 44 Eastdale Ave N, Arlington, NY 12603, USA",Bubble Tea|Chocolates|Gluten-Free,5755 - 5765,5760,0,0.0,"['Bubble Tea', 'Chocolates', 'Gluten-Free']"
182,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,37.7993789,-122.4085931,0.0,Z. Cioccolato,23026196,https://www.doordash.com/store/23026196/?pickup=false,"474 Columbus Ave, San Francisco, CA 94133, USA",Chocolates,8635 - 8645,8640,0,0.0,['Chocolates']
185,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,25.814317,-80.193706,0.0,Carbone Fine Food,2357571,https://www.doordash.com/store/2357571/?pickup=false,"4100 NE 1st Ave, Miami, FL 33137, USA",Italian,5755 - 5765,5760,57,4.7,['Italian']
