,searched_zipcode,searched_lat,searched_lng,searched_address,searched_state,searched_city,searched_metro,latitude,longitude,distance,loc_name,loc_number,url,address,cuisines,delivery_time_raw,delivery_time,review_count,review_rating,cuisines split
6437,92804,33.82353,-117.9659037,"906 S Sherrill St, Anaheim, CA 92804, USA",CA,Anaheim,LA,33.8456804,-117.9767496,1.652110232,Hiccups,870200,https://www.doordash.com/store/870200/?pickup=false,"Hiccups Restaurant & Teahouse, 1019 N Magnolia St, Anaheim, CA 92801, USA",Vietnamese|Smoothies|Bubble Tea|Coffee,28 - 38,33,245,4.5,"['Vietnamese', 'Smoothies', 'Bubble Tea', 'Coffee']"
6440,92804,33.82353,-117.9659037,"906 S Sherrill St, Anaheim, CA 92804, USA",CA,Anaheim,LA,33.8180467,-117.9909657,1.487576293,Zombie Chicken & Sushi,1142319,https://www.doordash.com/store/1142319/?pickup=false,"2937 W Ball Rd, Anaheim, CA 92804, USA",Sushi|Chicken|Korean,32 - 42,37,0,0.0,"['Sushi', 'Chicken', 'Korean']"
6442,91790,34.0656464,-117.9424743,"1138 S Broadmoor Ave, West Covina, CA 91790, USA",CA,West Covina,LA,33.8182258,-117.9419022,1.425563658,Burrito Clasico,1096132,https://www.doordash.com/store/1096132/?pickup=false,"969 S Euclid St, Anaheim, CA 92802, USA",Mexican|Burritos|Quesadillas,31 - 41,36,3,4.3,"['Mexican', 'Burritos', 'Quesadillas']"
6444,92614,33.6832497,-117.8340735,"3831 Hamilton St, Irvine, CA 92614, USA",CA,Irvine,LA,33.8182258,-117.9419022,1.425563658,WTF is a Quesarito?!,1096087,https://www.doordash.com/store/1096087/?pickup=false,"969 S Euclid St, Anaheim, CA 92802, USA",Quesadillas|Tacos|Tortilla|Mexican,31 - 41,36,0,0.0,"['Quesadillas', 'Tacos', 'Tortilla', 'Mexican']"
6447,92614,33.6832497,-117.8340735,"3831 Hamilton St, Irvine, CA 92614, USA",CA,Irvine,LA,33.8182258,-117.9419022,1.425563658,Taqueria de la Suerte,1108677,https://www.doordash.com/store/1108677/?pickup=false,"969 S Euclid St, Anaheim, CA 92802, USA",Burritos|Tacos,31 - 41,36,0,0.0,"['Burritos', 'Tacos']"
6451,92614,33.6832497,-117.8340735,"3831 Hamilton St, Irvine, CA 92614, USA",CA,Irvine,LA,33.8297042,-117.9418796,1.44333671,The Wok Experience,549673,https://www.doordash.com/store/549673/?pickup=false,"267 S Euclid St, Anaheim, CA 92801, USA",Chinese|Chicken|Noodles|Seafood|Fried Rice,31 - 41,36,0,0.0,"['Chinese', 'Chicken', 'Noodles', 'Seafood', 'Fried Rice']"
6452,91790,34.0656464,-117.9424743,"1138 S Broadmoor Ave, West Covina, CA 91790, USA",CA,West Covina,LA,33.8182258,-117.9419022,1.425563658,Basically Just Burrito Bowls,1096072,https://www.doordash.com/store/1096072/?pickup=false,"969 S Euclid St, Anaheim, CA 92802, USA",Mexican|Burritos,31 - 41,36,1,4.0,"['Mexican', 'Burritos']"
6455,91790,34.0656464,-117.9424743,"1138 S Broadmoor Ave, West Covina, CA 91790, USA",CA,West Covina,LA,33.8034501,-117.982696,1.689330367,Bottoms up Bar & Grill,259489,https://www.doordash.com/store/259489/?pickup=false,"8595 Katella Ave, Stanton, CA 90680, USA",Bar and Grill,34 - 44,39,0,0.0,['Bar and Grill']
6458,92614,33.6832497,-117.8340735,"3831 Hamilton St, Irvine, CA 92614, USA",CA,Irvine,LA,33.8172376,-117.9924183,1.582788171,Kokoro Ramen,1146989,https://www.doordash.com/store/1146989/?pickup=false,"2966 W Ball Rd, Anaheim, CA 92804, USA",Japanese|Milk Tea|Smoothies|Fruit Tea|Ramen,35 - 45,40,23,4.8,"['Japanese', 'Milk Tea', 'Smoothies', 'Fruit Tea', 'Ramen']"
6461,92614,33.6832497,-117.8340735,"3831 Hamilton St, Irvine, CA 92614, USA",CA,Irvine,LA,33.82051,-117.9582088,0.488476417,Desert Moon Grill,111656,https://www.doordash.com/store/111656/?pickup=false,"888 S Brookhurst St, Anaheim, CA 92804, USA",Wraps|Salads|Sandwiches|Grill|Seafood,27 - 37,32,11,4.8,"['Wraps', 'Salads', 'Sandwiches', 'Grill', 'Seafood']"
6464,92614,33.6832497,-117.8340735,"3831 Hamilton St, Irvine, CA 92614, USA",CA,Irvine,LA,33.8235154,-117.9588213,0.406509283,Crepe Cult,23057034,https://www.doordash.com/store/23057034/?pickup=false,"640 Brookhurst St, 640 S Brookhurst St, Anaheim, CA 92804, USA",Creperies|Sweets|Salads,25 - 35,30,0,0.0,"['Creperies', 'Sweets', 'Salads']"
6467,92614,33.6832497,-117.8340735,"3831 Hamilton St, Irvine, CA 92614, USA",CA,Irvine,LA,33.8161702,-117.9592916,0.634510892,L8 Nyt Chow,1431691,https://www.doordash.com/store/1431691/?pickup=false,"1233 S Brookhurst St, Anaheim, CA 92804, USA",Filipino|Chicken|Sandwiches,27 - 37,32,8,4.5,"['Filipino', 'Chicken', 'Sandwiches']"
6470,92614,33.6832497,-117.8340735,"3831 Hamilton St, Irvine, CA 92614, USA",CA,Irvine,LA,33.8402032,-117.9587196,1.223514385,Treat Fleet,1635436,https://www.doordash.com/store/1635436/?pickup=false,"700 N Brookhurst St, Anaheim, CA 92801, USA",Snacks|Candy Stores|Ice Cream|Donuts,20 - 30,25,8,3.5,"['Snacks', 'Candy Stores', 'Ice Cream', 'Donuts']"
6473,91790,34.0656464,-117.9424743,"1138 S Broadmoor Ave, West Covina, CA 91790, USA",CA,West Covina,LA,33.8235154,-117.9588213,0.406509283,Wanna Waffle,23056928,https://www.doordash.com/store/23056928/?pickup=false,"640 Brookhurst St, 640 S Brookhurst St, Anaheim, CA 92804, USA",Desserts|Breakfast|Waffles|Coffee|Latte,25 - 35,30,0,0.0,"['Desserts', 'Breakfast', 'Waffles', 'Coffee', 'Latte']"
6475,92804,33.82353,-117.9659037,"906 S Sherrill St, Anaheim, CA 92804, USA",CA,Anaheim,LA,33.8315809,-117.9977017,1.907905406,Kenny's liquor,1298678,https://www.doordash.com/store/1298678/?pickup=false,"Kenny's Liquor Market, 3070 W Lincoln Ave, Anaheim, CA 92801, USA","Beer, Wine & Spirits",34 - 44,39,0,0.0,"['Beer, Wine & Spirits']"
6477,92614,33.6832497,-117.8340735,"3831 Hamilton St, Irvine, CA 92614, USA",CA,Irvine,LA,33.8364166,-117.9853338,1.426969838,OC Greek Festival at St. John's,1191839,https://www.doordash.com/store/1191839/?pickup=false,"St. John the Baptist Greek Orthodox Church, 405 N Dale Ave, Anaheim, CA 92801, USA",Greek|Dessert|Alcohol,31 - 41,36,19,4.9,"['Greek', 'Dessert', 'Alcohol']"
6480,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.8953409,-118.3942145,0.406826257,Chili's Grill & Bar,4452,https://www.doordash.com/store/4452/?pickup=false,"Chili's Grill & Bar, 2620 N Sepulveda Blvd Suite B, Manhattan Beach, CA 90266, USA",Burgers|Chicken|Mexican,30 - 40,35,2000,4.5,"['Burgers', 'Chicken', 'Mexican']"
6483,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.8951323,-118.3942654,0.393985697,Maggiano's Italian Classics,2838192,https://www.doordash.com/store/2838192/?pickup=false,"Chili's Grill & Bar, 2620 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",Italian|Dessert|Salads,25 - 35,30,100,4.4,"['Italian', 'Dessert', 'Salads']"
6486,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.887106,-118.3790217,1.162382476,McDonald's,654969,https://www.doordash.com/store/654969/?pickup=false,"1852 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA",American (New)|Fast Food|Ice Cream|Burgers|Fried Chicken|Chicken,14 - 24,19,1747,4.7,"['American (New)', 'Fast Food', 'Ice Cream', 'Burgers', 'Fried Chicken', 'Chicken']"
6490,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.9012362,-118.3731869,1.634352935,Chipotle,270690,https://www.doordash.com/store/270690/?pickup=false,"5330 W Rosecrans Ave, Hawthorne, CA 90250, USA",Mexican|Vegan|Chicken|Gluten-Free|Vegetarian|Salads|Healthy|Lunch|Tacos|BBQ,23 - 33,28,2000,4.5,"['Mexican', 'Vegan', 'Chicken', 'Gluten-Free', 'Vegetarian', 'Salads', 'Healthy', 'Lunch', 'Tacos', 'BBQ']"
6491,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.8816142,-118.3963008,0.652935286,Taco Bell,1200353,https://www.doordash.com/store/1200353/?pickup=false,"Taco Bell, 301 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",Comfort Food|Mexican|Tex-Mex|Fast Food|Tacos|Lunch,13 - 23,18,1335,4.5,"['Comfort Food', 'Mexican', 'Tex-Mex', 'Fast Food', 'Tacos', 'Lunch']"
6494,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.89839155,-118.3942883,0.582149166,Sweetgreen,2338508,https://www.doordash.com/store/2338508/?pickup=false,"3200 N Sepulveda Blvd e18, Manhattan Beach, CA 90266, USA",Dessert|Spicy Chicken|Beverages|Focaccia|Fish|Tacos|Rice|Chicken|Vegetarian|Gluten Free|Salad|Bowls|Vegan|Healthy,19 - 29,24,1450,4.8,"['Dessert', 'Spicy Chicken', 'Beverages', 'Focaccia', 'Fish', 'Tacos', 'Rice', 'Chicken', 'Vegetarian', 'Gluten Free', 'Salad', 'Bowls', 'Vegan', 'Healthy']"
6497,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.885452,-118.4093008,0.708683934,Love & Salt,24350,https://www.doordash.com/store/24350/?pickup=false,"317 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA",Italian|Alcohol|Pizza,43 - 53,48,1793,4.8,"['Italian', 'Alcohol', 'Pizza']"
6500,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.8923099,-118.3959181,0.193321355,Fresh Brothers,1563,https://www.doordash.com/store/1563/?pickup=false,"2008 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",Chicken Wings|Family Meals|Pizza|Lunch|Salads|Pickup|Takeout,24 - 34,29,2000,4.6,"['Chicken Wings', 'Family Meals', 'Pizza', 'Lunch', 'Salads', 'Pickup', 'Takeout']"
6503,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.8861551,-118.3963648,0.351984944,Thai Dishes - Manhattan Beach,1558,https://www.doordash.com/store/1558/?pickup=false,"1015 N Sepulveda Blvd, 1015 North Sepulveda Boulevard, Manhattan Beach, CA 90266, USA",Thai|Asian|Noodles|Vegan|Soup|Chicken|Chinese|Seafood|Asian Fusion|Dessert|Salads|Healthy|Vegan Friendly|Pad Thai|Thai Tea,25 - 35,30,2000,4.8,"['Thai', 'Asian', 'Noodles', 'Vegan', 'Soup', 'Chicken', 'Chinese', 'Seafood', 'Asian Fusion', 'Dessert', 'Salads', 'Healthy', 'Vegan Friendly', 'Pad Thai', 'Thai Tea']"
6506,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.88568512,-118.4086902,0.670436924,Pitfire Artisan Pizza,1578,https://www.doordash.com/store/1578/?pickup=false,"401 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA",Salads|Family Meals|Lunch|Sandwiches|Healthy|Pizza,26 - 36,31,2000,4.7,"['Salads', 'Family Meals', 'Lunch', 'Sandwiches', 'Healthy', 'Pizza']"
6509,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.9022822,-118.3890618,0.967545722,Chin Chin,779059,https://www.doordash.com/store/779059/?pickup=false,"2041 Rosecrans Ave #120, El Segundo, CA 90245, USA",Chinese|Dim Sum|Asian Fusion|Noodles|Dumplings|Asian Food|Vegetarian Friendly|Soup|Pickup|Takeout|Dinner|Lunch|Opens daily|Asian,26 - 36,31,2000,4.4,"['Chinese', 'Dim Sum', 'Asian Fusion', 'Noodles', 'Dumplings', 'Asian Food', 'Vegetarian Friendly', 'Soup', 'Pickup', 'Takeout', 'Dinner', 'Lunch', 'Opens daily', 'Asian']"
6512,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.88532297,-118.409651,0.730462653,The Kettle,1527,https://www.doordash.com/store/1527/?pickup=false,"1138 Highland Ave, Manhattan Beach, CA 90266, USA",Vegetarian|Breakfast|Salads|Sandwiches|Burgers,29 - 39,34,2000,4.7,"['Vegetarian', 'Breakfast', 'Salads', 'Sandwiches', 'Burgers']"
6515,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.9003509,-118.3848828,1.033257689,the rice teriyaki sushi roll,282754,https://www.doordash.com/store/282754/?pickup=false,"1570 Rosecrans Ave, Manhattan Beach, CA, 90266-3718",Japanese|Sushi|Teriyaki|Yakisoba|Salads,21 - 31,26,986,4.8,"['Japanese', 'Sushi', 'Teriyaki', 'Yakisoba', 'Salads']"
6518,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.8852065,-118.4107356,0.788152819,Manhattan Beach Post,1562,https://www.doordash.com/store/1562/?pickup=false,"1142 Manhattan Avenue, Manhattan Beach, CA 90266, USA",Brunch|Tapas/Small Plates|Seafood|Dessert,24 - 34,29,1002,4.8,"['Brunch', 'Tapas/Small Plates', 'Seafood', 'Dessert']"
6521,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.8853253,-118.3964031,0.40455698,El Gringo,32052,https://www.doordash.com/store/32052/?pickup=false,"921 N Sepulveda Blvd, 921 North Sepulveda Boulevard, Manhattan Beach, CA 90266, USA",Mexican|Salads|Soup|Quesadillas,17 - 27,22,240,4.9,"['Mexican', 'Salads', 'Soup', 'Quesadillas']"
6524,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.869053,-118.4037807,1.532107181,The Bottle Inn,2117,https://www.doordash.com/store/2117/?pickup=false,"The Bottle Inn Hermosa, 26 22nd St, Hermosa Beach, CA 90254, USA",Italian|Pizza|Family Meals|Alcohol,22 - 32,27,637,4.8,"['Italian', 'Pizza', 'Family Meals', 'Alcohol']"
6528,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.863753,-118.398038,1.871729934,Fritto Misto,2303,https://www.doordash.com/store/2303/?pickup=false,"316 Pier Ave, Hermosa Beach, CA 90254, USA",Italian|Vegetarian|Dessert|Beer,29 - 39,34,2000,4.8,"['Italian', 'Vegetarian', 'Dessert', 'Beer']"
6529,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.88177,-118.3956081,0.65239435,Lucifer's Pizza,1096650,https://www.doordash.com/store/1096650/?pickup=false,"Lucifers Pizza, 400 N Sepulveda Blvd Unit a, Manhattan Beach, CA 90266, USA",Italian|Pizza|Appetizers|Salads|Dessert,19 - 29,24,907,4.8,"['Italian', 'Pizza', 'Appetizers', 'Salads', 'Dessert']"
6532,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.9062467,-118.3905482,1.16471071,California Fish Grill,1606,https://www.doordash.com/store/1606/?pickup=false,"730 S Allied Way, 730 South Allied Way, El Segundo, CA 90245, USA",Salads|Seafood|Tacos|Fish|Sandwiches,22 - 32,27,2000,4.7,"['Salads', 'Seafood', 'Tacos', 'Fish', 'Sandwiches']"
6535,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.878721,-118.396276,0.849372878,Panda Express,3242,https://www.doordash.com/store/3242/?pickup=false,"125 S Sepulveda Blvd Manhattan Beach, CA 90266 USA",Fast Food|Chinese|Chicken,16 - 26,21,2000,4.7,"['Fast Food', 'Chinese', 'Chicken']"
6538,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.8861699,-118.4085643,0.647001207,Petros Greek Cuisine and Lounge,1543,https://www.doordash.com/store/1543/?pickup=false,"451 Manhattan Beach Boulevard, Metlox, Manhattan Beach, CA 90266, USA",Greek|Coffee|Dessert|Soup|Salads,26 - 36,31,2000,4.8,"['Greek', 'Coffee', 'Dessert', 'Soup', 'Salads']"
6541,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.8956813,-118.3945298,0.414180861,Urban Plates,788073,https://www.doordash.com/store/788073/?pickup=false,"Urban Plates, 2650 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",Chicken|Chicken Tenders|Salads|Bowls|Sandwiches|Steak|Vegan|Lunch|Healthy|Salmon|Family Meals|American|Dessert,30 - 40,35,2000,4.7,"['Chicken', 'Chicken Tenders', 'Salads', 'Bowls', 'Sandwiches', 'Steak', 'Vegan', 'Lunch', 'Healthy', 'Salmon', 'Family Meals', 'American', 'Dessert']"
6544,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.8726161,-118.394836,1.279095565,Rabano,457247,https://www.doordash.com/store/457247/?pickup=false,"2516 Pacific Coast Hwy, Hermosa Beach, CA 90254, USA",American|Coffee & Tea|Burgers|Salads|Smoothies,26 - 36,31,2000,4.8,"['American', 'Coffee & Tea', 'Burgers', 'Salads', 'Smoothies']"
6547,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.9040104,-118.393844,0.953217555,Marmalade Cafe,1635,https://www.doordash.com/store/1635/?pickup=false,"2014 Park Place, El Segundo, CA 90245, USA",Breakfast|Brunch|Sandwiches|Coffee & Tea,27 - 37,32,2000,4.7,"['Breakfast', 'Brunch', 'Sandwiches', 'Coffee & Tea']"
6551,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.9024624,-118.3947726,0.835489868,True Food Kitchen,13782,https://www.doordash.com/store/13782/?pickup=false,"860 S Sepulveda Blvd, El Segundo, CA 90245, USA",Gluten-Free|Dessert|Beverages|Hummus|Poke|Tacos|Chicken|Sandwiches|Ice Tea|Burgers|Side Vegetables|Curry|Soup|Vegan|Bowls|Pizza|Vegetarian|Salads|Healthy,22 - 32,27,2000,4.7,"['Gluten-Free', 'Dessert', 'Beverages', 'Hummus', 'Poke', 'Tacos', 'Chicken', 'Sandwiches', 'Ice Tea', 'Burgers', 'Side Vegetables', 'Curry', 'Soup', 'Vegan', 'Bowls', 'Pizza', 'Vegetarian', 'Salads', 'Healthy']"
6552,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.8850764,-118.4078716,0.65578515,Vons Rapid Grocery,22954171,https://www.doordash.com/store/22954171/?pickup=false,"410 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA",Delivery|Grocery|Convenience,19 - 29,24,5,4.6,"['Delivery', 'Grocery', 'Convenience']"
6556,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.872144,-118.394444,1.315280265,Lazy Acres Natural Market,2430086,https://www.doordash.com/store/2430086/?pickup=false,"2510 Pacific Coast Hwy, Hermosa Beach, CA 90254, USA",Convenience|Grocery,29 - 39,34,13,5.0,"['Convenience', 'Grocery']"
6557,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.8850764,-118.4078716,0.65578515,Vons,1742259,https://www.doordash.com/store/1742259/?pickup=false,"410 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA",Grocery|Convenience|Pizza|Sushi|Chicken|Snacks|Ice Cream|Dessert|Coffee|Donuts|Sweets|Personal Care,22 - 32,27,141,4.7,"['Grocery', 'Convenience', 'Pizza', 'Sushi', 'Chicken', 'Snacks', 'Ice Cream', 'Dessert', 'Coffee', 'Donuts', 'Sweets', 'Personal Care']"
6560,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.9003509,-118.3848828,1.033257689,Bristol Farms,2430090,https://www.doordash.com/store/2430090/?pickup=false,"1570 Rosecrans Ave, Manhattan Beach, CA 90266, USA",Healthy|Coffee|Sweets|Dessert|Snacks|Ice Cream|Chicken|Sushi|Pizza|Convenience|Grocery,32 - 42,37,22,4.4,"['Healthy', 'Coffee', 'Sweets', 'Dessert', 'Snacks', 'Ice Cream', 'Chicken', 'Sushi', 'Pizza', 'Convenience', 'Grocery']"
6564,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.884233,-118.410685,0.821020037,Manhattan Beach Market,2660357,https://www.doordash.com/store/2660357/?pickup=false,"1111 Manhattan Ave, Manhattan Beach, CA 90266, USA",Convenience|Grocery|Gourmet|Snacks|Produce,23 - 33,28,2,4.5,"['Convenience', 'Grocery', 'Gourmet', 'Snacks', 'Produce']"
6565,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.8889349,-118.3942198,0.292916827,Target Grocery,2833184,https://www.doordash.com/store/2833184/?pickup=false,"1200 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",Grocery|Convenience|Pizza|Snacks|Chicken|Ice Cream|Dessert|Coffee|Sweets|Personal Care,25 - 35,30,1,5.0,"['Grocery', 'Convenience', 'Pizza', 'Snacks', 'Chicken', 'Ice Cream', 'Dessert', 'Coffee', 'Sweets', 'Personal Care']"
6568,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.89681,-118.39429,0.486543986,CVS,1234587,https://www.doordash.com/store/1234587/?pickup=false,"CVS, 2900 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",Convenience|Snacks|Grocery|Medicine|Baby|Home Goods|Personal Care,23 - 33,28,55,4.7,"['Convenience', 'Snacks', 'Grocery', 'Medicine', 'Baby', 'Home Goods', 'Personal Care']"
6571,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.8938408,-118.3953573,0.285819773,Walgreens,1115113,https://www.doordash.com/store/1115113/?pickup=false,"Walgreens, 2400 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",Convenience|Snacks|Grocery|Medicine|Personal Care|Baby|Home Goods,28 - 38,33,187,4.7,"['Convenience', 'Snacks', 'Grocery', 'Medicine', 'Personal Care', 'Baby', 'Home Goods']"
6574,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.8713054,-118.3816329,1.669971151,Rite Aid,1625323,https://www.doordash.com/store/1625323/?pickup=false,"Rite Aid, 1720 Aviation Blvd, Redondo Beach, CA 90278, USA",Convenience|Baby|Home Goods,31 - 41,36,93,4.7,"['Convenience', 'Baby', 'Home Goods']"
6578,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.8730801,-118.3933603,1.265661593,7-Eleven,1766014,https://www.doordash.com/store/1766014/?pickup=false,"1221 Artesia Blvd, Manhattan Beach, CA 90266, USA",Convenience|Grocery|Snacks|Ice Cream|Cheetos|Candy|7 Eleven|7/11|7-11,19 - 29,24,324,4.7,"['Convenience', 'Grocery', 'Snacks', 'Ice Cream', 'Cheetos', 'Candy', '7 Eleven', '7/11', '7-11']"
6579,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.9015131,-118.3965261,0.748886234,Chevron ExtraMile,1095952,https://www.doordash.com/store/1095952/?pickup=false,"Chevron, 3633 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA","Personal Care|Medicine|Home Goods|Ice Cream|Donuts|Pizza|Pet Care|Sandwiches|Burgers|Chocolates|Sweets|Snacks|Beer, Wine & Spirits|Beer to go|Beer|Beverages|Convenience",14 - 24,19,11,4.7,"['Personal Care', 'Medicine', 'Home Goods', 'Ice Cream', 'Donuts', 'Pizza', 'Pet Care', 'Sandwiches', 'Burgers', 'Chocolates', 'Sweets', 'Snacks', 'Beer, Wine & Spirits', 'Beer to go', 'Beer', 'Beverages', 'Convenience']"
6583,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.8762522,-118.4062489,1.094857374,Oceanview Liquor,76847,https://www.doordash.com/store/76847/?pickup=false,"3232 Manhattan Ave, Hermosa Beach, CA 90254, USA","Liquor Store|Beer, Wine & Spirits|Alcohol|Convenience",15 - 25,20,464,4.8,"['Liquor Store', 'Beer, Wine & Spirits', 'Alcohol', 'Convenience']"
6584,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.8726114,-118.3730622,1.939665165,Rocket,1096677,https://www.doordash.com/store/1096677/?pickup=false,"2118 Artesia Blvd, Redondo Beach, CA 90278, USA",Convenience,31 - 41,36,11,5.0,['Convenience']
6587,90266,33.8908371,-118.3987842,"1304 18th St, Manhattan Beach, CA 90266, USA",CA,Manhattan Beach,LA,33.8851763,-118.3789141,1.204865652,Aviation Liquor & Fine Wines,2272827,https://www.doordash.com/store/2272827/?pickup=false,"975 N Aviation Blvd Rear 3, Manhattan Beach, CA 90266, USA","Beer, Wine & Spirits|Liquor Store|Alcohol|Convenience",17 - 27,22,32,5.0,"['Beer, Wine & Spirits', 'Liquor Store', 'Alcohol', 'Convenience']"
6590,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.8850764,-118.4078716,0.65578515,"Vons Beer, Wine & Spirits",2481174,https://www.doordash.com/store/2481174/?pickup=false,"410 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA","Craft Cocktails|Beer|Cold Beers|Beer, Wine & Spirits|Liquor Store|Wine|Draft Beer|Craft Beer|Alcohol",24 - 34,29,4,5.0,"['Craft Cocktails', 'Beer', 'Cold Beers', 'Beer, Wine & Spirits', 'Liquor Store', 'Wine', 'Draft Beer', 'Craft Beer', 'Alcohol']"
6593,90505,33.8101772,-118.3520389,"4608 Bindewald Rd, Torrance, CA 90505, USA",CA,Torrance,LA,33.9010192,-118.3846474,1.073384777,Pachanga Mexican Grill,65332,https://www.doordash.com/store/65332/?pickup=false,"1590d Rosecrans Ave, Manhattan Beach, CA 90266, USA",Mexican Food|Family Meals|Tacos|Burritos|Quesadillas|Tortas|Nachos|Breakfast Burrito,19 - 29,24,1533,4.6,"['Mexican Food', 'Family Meals', 'Tacos', 'Burritos', 'Quesadillas', 'Tortas', 'Nachos', 'Breakfast Burrito']"
6596,60612,41.8816606,-87.6926257,"12 S Oakley Blvd, Chicago, IL 60612, USA",IL,Chicago,CH,33.8850321,-118.4093196,0.725234875,Gelato and Angels,900997,https://www.doordash.com/store/900997/?pickup=false,"Gelato and Angels, 308 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA",Ice Cream|Gelato|Cookies,21 - 31,26,40,4.4,"['Ice Cream', 'Gelato', 'Cookies']"
